categoria,indicador,periodo,valor,unidad,fuente
Actividad económica,IFB construcción residencial,2018,99.7,índice base 2018=100,INEGI
Actividad económica,IFB construcción residencial,2019,99.9,índice base 2018=100,INEGI
Actividad económica,IFB construcción residencial,2020,88.5,índice base 2018=100,INEGI
Actividad económica,IFB construcción residencial,2021,85.6,índice base 2018=100,INEGI
Actividad económica,IFB construcción residencial,2022,84.6,índice base 2018=100,INEGI
Actividad económica,IFB construcción residencial,2023,84.4,índice base 2018=100,INEGI
Actividad económica,IFB construcción residencial,2024,89.9,índice base 2018=100,INEGI
Actividad económica,IFB construcción residencial,2025,98.7,índice base 2018=100,INEGI
Actividad económica,IMAI construcción,2018,98.8,índice base 2018=100,INEGI
Actividad económica,IMAI construcción,2019,93.6,índice base 2018=100,INEGI
Actividad económica,IMAI construcción,2020,83.9,índice base 2018=100,INEGI
Actividad económica,IMAI construcción,2021,87.1,índice base 2018=100,INEGI
Actividad económica,IMAI construcción,2022,93.3,índice base 2018=100,INEGI
Actividad económica,IMAI construcción,2023,110.1,índice base 2018=100,INEGI
Actividad económica,IMAI construcción,2024,102.6,índice base 2018=100,INEGI
Actividad económica,IMAI construcción,2025,107.9,índice base 2018=100,INEGI
Actividad económica,PIB vivienda,2013,857599.0,millones de pesos,INEGI
Actividad económica,PIB vivienda,2014,907830.0,millones de pesos,INEGI
Actividad económica,PIB vivienda,2015,969042.0,millones de pesos,INEGI
Actividad económica,PIB vivienda,2016,1065073.0,millones de pesos,INEGI
Actividad económica,PIB vivienda,2017,1156240.0,millones de pesos,INEGI
Actividad económica,PIB vivienda,2018,1235753.0,millones de pesos,INEGI
Actividad económica,PIB vivienda,2019,1292515.0,millones de pesos,INEGI
Actividad económica,PIB vivienda,2020,1180524.0,millones de pesos,INEGI
Actividad económica,PIB vivienda,2021,1358009.0,millones de pesos,INEGI
Actividad económica,PIB vivienda,2022,1484766.0,millones de pesos,INEGI
Actividad económica,PIB vivienda,2023,1595625.0,millones de pesos,INEGI
Actividad económica,PIB vivienda,2024,1693949.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Adquisición,2013,62954.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Adquisición,2014,64532.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Adquisición,2015,68488.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Adquisición,2016,76889.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Adquisición,2017,70468.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Adquisición,2018,72973.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Adquisición,2019,75832.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Adquisición,2020,83122.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Adquisición,2021,94403.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Adquisición,2022,100164.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Adquisición,2023,112377.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Adquisición,2024,118949.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Edificación,2013,536180.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Edificación,2014,570930.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Edificación,2015,618419.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Edificación,2016,694439.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Edificación,2017,780893.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Edificación,2018,847362.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Edificación,2019,887976.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Edificación,2020,755777.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Edificación,2021,905447.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Edificación,2022,1006007.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Edificación,2023,1088790.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Edificación,2024,1161212.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Regulación y fomento,2013,5163.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Regulación y fomento,2014,6510.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Regulación y fomento,2015,5714.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Regulación y fomento,2016,6109.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Regulación y fomento,2017,7250.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Regulación y fomento,2018,6783.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Regulación y fomento,2019,4369.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Regulación y fomento,2020,4214.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Regulación y fomento,2021,4698.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Regulación y fomento,2022,4748.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Regulación y fomento,2023,3833.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Regulación y fomento,2024,4007.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Uso,2013,253301.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Uso,2014,265858.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Uso,2015,276422.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Uso,2016,287636.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Uso,2017,297628.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Uso,2018,308635.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Uso,2019,324338.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Uso,2020,337411.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Uso,2021,353461.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Uso,2022,373848.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Uso,2023,390626.0,millones de pesos,INEGI
Actividad económica,PIB vivienda - Uso,2024,409780.0,millones de pesos,INEGI
Actividad económica,Participación PIB vivienda,2013,5.3,%,INEGI
Actividad económica,Participación PIB vivienda,2014,5.3,%,INEGI
Actividad económica,Participación PIB vivienda,2015,5.3,%,INEGI
Actividad económica,Participación PIB vivienda,2016,5.5,%,INEGI
Actividad económica,Participación PIB vivienda,2017,5.4,%,INEGI
Actividad económica,Participación PIB vivienda,2018,5.4,%,INEGI
Actividad económica,Participación PIB vivienda,2019,5.5,%,INEGI
Actividad económica,Participación PIB vivienda,2020,5.2,%,INEGI
Actividad económica,Participación PIB vivienda,2021,5.4,%,INEGI
Actividad económica,Participación PIB vivienda,2022,5.3,%,INEGI
Actividad económica,Participación PIB vivienda,2023,5.3,%,INEGI
Actividad económica,Participación PIB vivienda,2024,5.4,%,INEGI
Actividad económica,VAB construcción,2018,44.9,índice / nivel de serie,INEGI
Actividad económica,VAB construcción,2019,40.7,índice / nivel de serie,INEGI
Actividad económica,VAB construcción,2020,34.6,índice / nivel de serie,INEGI
Actividad económica,VAB construcción,2021,40.4,índice / nivel de serie,INEGI
Actividad económica,VAB construcción,2022,47.8,índice / nivel de serie,INEGI
Actividad económica,VAB construcción,2023,69.2,índice / nivel de serie,INEGI
Actividad económica,VAB construcción,2024,56.5,índice / nivel de serie,INEGI
Actividad económica,VAB construcción,2025,48.5,índice / nivel de serie,INEGI
Actividad económica,VAB edificación residencial,2018,22.3,índice / nivel de serie,INEGI
Actividad económica,VAB edificación residencial,2019,20.0,índice / nivel de serie,INEGI
Actividad económica,VAB edificación residencial,2020,16.4,índice / nivel de serie,INEGI
Actividad económica,VAB edificación residencial,2021,17.4,índice / nivel de serie,INEGI
Actividad económica,VAB edificación residencial,2022,20.6,índice / nivel de serie,INEGI
Actividad económica,VAB edificación residencial,2023,26.4,índice / nivel de serie,INEGI
Actividad económica,VAB edificación residencial,2024,26.5,índice / nivel de serie,INEGI
Actividad económica,VAB edificación residencial,2025,24.8,índice / nivel de serie,INEGI
Sector de construcción,IGAE construcción,2026-06,107.7,índice base 2018=100,INEGI SCNM
Mercado laboral,Horas construcción,2018-01,104.76199971,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2018-02,99.0570148,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2018-03,104.44694666,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2018-04,100.83320979,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2018-05,101.0687267,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2018-06,100.43209707,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2018-07,99.92473568,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2018-08,100.27283615,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2018-09,97.59520336,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2018-10,98.67655468,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2018-11,96.48259915,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2018-12,96.448077,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2019-01,99.5110963,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2019-02,96.25202849,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2019-03,94.65482059,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2019-04,92.62334999,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2019-05,93.12097637,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2019-06,93.14837576,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2019-07,93.03358091,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2019-08,92.49619609,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2019-09,92.01616826,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2019-10,93.71306592,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2019-11,92.79469449,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2019-12,92.12884886,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2020-01,88.92485928,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2020-02,87.28159384,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2020-03,84.53114204,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2020-04,76.00079359,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2020-05,73.70750952,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2020-06,76.42014167,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2020-07,77.21028653,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2020-08,76.82416358,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2020-09,76.35898928,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2020-10,78.3920313,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2020-11,77.50461519,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2020-12,78.45696472,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2021-01,80.16399245,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2021-02,78.55157091,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2021-03,80.95262907,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2021-04,81.04979707,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2021-05,80.91781957,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2021-06,81.57229757,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2021-07,81.04473836,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2021-08,80.32527573,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2021-09,80.91465352,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2021-10,82.43266114,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2021-11,81.23347282,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2021-12,82.2001923,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2022-01,87.32594313,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2022-02,84.9937937,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2022-03,90.57481159,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2022-04,88.08153065,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2022-05,88.81700557,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2022-06,89.0604321,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2022-07,89.39371632,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2022-08,91.53181646,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2022-09,89.75740026,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2022-10,91.28856553,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2022-11,89.84784961,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2022-12,92.22239499,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2023-01,92.54127669,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2023-02,88.66541663,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2023-03,94.8120415,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2023-04,94.13003963,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2023-05,96.63461158,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2023-06,99.18659183,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2023-07,99.21925114,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2023-08,102.67837019,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2023-09,99.61073684,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2023-10,102.30545089,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2023-11,101.84502854,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2023-12,100.35235865,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2024-01,99.1619489,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2024-02,96.4420413,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2024-03,98.45823764,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2024-04,98.8040764,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2024-05,101.36972522,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2024-06,97.6865778,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2024-07,102.37649668,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2024-08,101.70280297,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2024-09,95.11777407,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2024-10,95.88885908,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2024-11,90.36157667,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2024-12,88.02951135,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2025-01,89.25227967,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2025-02,83.80592365,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2025-03,87.23469683,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2025-04,86.85808119,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2025-05,87.20523154,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2025-06,85.52694168,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2025-07,88.66662584,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2025-08,87.30848452,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2025-09,85.64574078,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2025-10,89.2631296,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2025-11,84.22068365,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2025-12,84.49539973,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2026-01,85.24292584,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2026-02,80.87084557,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2026-03,85.21006061,índice 2018=100,INEGI ENEC
Mercado laboral,Horas construcción,2026-04,84.92452797,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2018-01,105.083142,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2018-02,99.4563,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2018-03,106.385941,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2018-04,100.529378,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2018-05,100.50059,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2018-06,99.990728,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2018-07,99.207727,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2018-08,100.364423,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2018-09,96.92233,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2018-10,98.63072,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2018-11,96.199961,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2018-12,96.728761,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2019-01,100.934575,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2019-02,96.722223,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2019-03,95.689284,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2019-04,93.3625,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2019-05,93.570666,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2019-06,93.226657,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2019-07,93.607242,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2019-08,94.087254,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2019-09,93.518339,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2019-10,94.707215,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2019-11,93.620581,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2019-12,93.071206,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2020-01,87.398811,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2020-02,85.159155,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2020-03,81.5889,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2020-04,72.328407,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2020-05,69.304613,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2020-06,71.748278,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2020-07,71.706957,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2020-08,71.283874,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2020-09,70.39219,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2020-10,71.550464,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2020-11,69.430147,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2020-12,70.288587,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2021-01,72.160283,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2021-02,70.553334,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2021-03,73.140199,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2021-04,74.509729,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2021-05,74.321848,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2021-06,74.90697,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2021-07,73.547376,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2021-08,72.348597,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2021-09,72.478198,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2021-10,73.772058,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2021-11,72.729877,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2021-12,72.991345,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2022-01,81.077341,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2022-02,80.926673,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2022-03,86.468995,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2022-04,84.48742,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2022-05,85.037539,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2022-06,87.492195,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2022-07,86.904341,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2022-08,89.465996,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2022-09,86.609432,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2022-10,88.336825,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2022-11,87.128892,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2022-12,89.12557,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2023-01,87.758505,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2023-02,84.480726,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2023-03,90.67971,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2023-04,88.682217,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2023-05,90.374546,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2023-06,92.558342,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2023-07,91.721016,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2023-08,93.929129,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2023-09,88.612441,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2023-10,90.425811,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2023-11,89.778701,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2023-12,86.045166,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2024-01,86.09439,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2024-02,83.351802,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2024-03,84.065171,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2024-04,85.018235,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2024-05,86.19873,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2024-06,84.606369,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2024-07,88.927541,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2024-08,89.06531,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2024-09,83.099557,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2024-10,87.133481,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2024-11,83.056368,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2024-12,82.040833,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2025-01,84.511339,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2025-02,79.796848,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2025-03,82.920611,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2025-04,83.812063,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2025-05,83.432134,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2025-06,83.312543,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2025-07,85.625291,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2025-08,84.253931,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2025-09,82.394844,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2025-10,85.059607,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2025-11,79.597612,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2025-12,79.877548,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2026-01,80.865925,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2026-02,75.592322,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2026-03,77.98286,índice 2018=100,INEGI ENEC
Mercado laboral,Horas edificación,2026-04,77.526922,índice 2018=100,INEGI ENEC
Mercado laboral,Personal ocupado construcción,2018-01,104.52614593,índice 2018=100,INEGI ENEC
Mercado laboral,Personal ocupado construcción,2018-02,102.02740838,índice 2018=100,INEGI ENEC
Mercado laboral,Personal ocupado construcción,2018-03,101.65129311,índice 2018=100,INEGI ENEC
Mercado laboral,Personal ocupado construcción,2018-04,100.96119385,índice 2018=100,INEGI ENEC
Mercado laboral,Personal ocupado construcción,2018-05,100.82699673,índice 2018=100,INEGI ENEC
Mercado laboral,Personal ocupado construcción,2018-06,100.58253362,índice 2018=100,INEGI ENEC
Mercado laboral,Personal ocupado construcción,2018-07,99.85511011,índice 2018=100,INEGI ENEC
Mercado laboral,Personal ocupado construcción,2018-08,99.49869345,índice 2018=100,INEGI ENEC
Mercado laboral,Personal ocupado construcción,2018-09,98.13548576,índice 2018=100,INEGI ENEC
Mercado laboral,Personal ocupado construcción,2018-10,97.64238161,índice 2018=100,INEGI ENEC
Mercado laboral,Personal ocupado construcción,2018-11,96.69763373,índice 2018=100,INEGI ENEC
Mercado laboral,Personal ocupado construcción,2018-12,97.59512415,índice 2018=100,INEGI ENEC
Mercado laboral,Personal ocupado construcción,2019-01,99.01445701,índice 2018=100,INEGI ENEC
Mercado laboral,Personal ocupado construcción,2019-02,97.99569498,índice 2018=100,INEGI ENEC
Mercado laboral,Personal ocupado construcción,2019-03,94.9629144,índice 2018=100,INEGI ENEC
Mercado laboral,Personal ocupado construcción,2019-04,93.85612882,índice 2018=100,INEGI ENEC
Mercado laboral,Personal ocupado construcción,2019-05,93.15984577,índice 2018=100,INEGI ENEC
Mercado laboral,Personal ocupado construcción,2019-06,94.05282461,índice 2018=100,INEGI ENEC
Mercado laboral,Personal ocupado construcción,2019-07,92.8544806,índice 2018=100,INEGI ENEC
Mercado laboral,Personal ocupado construcción,2019-08,92.74524174,índice 2018=100,INEGI ENEC
Mercado laboral,Personal ocupado construcción,2019-09,93.05203311,índice 2018=100,INEGI ENEC
Mercado laboral,Personal ocupado construcción,2019-10,93.33262708,índice 2018=100,INEGI ENEC
Mercado laboral,Personal ocupado construcción,2019-11,93.54081174,índice 2018=100,INEGI ENEC
Mercado laboral,Personal ocupado construcción,2019-12,93.36372434,índice 2018=100,INEGI ENEC
Mercado laboral,Personal ocupado construcción,2020-01,89.00253128,índice 2018=100,INEGI ENEC
Mercado laboral,Personal ocupado construcción,2020-02,88.58185664,índice 2018=100,INEGI ENEC
Mercado laboral,Personal ocupado construcción,2020-03,85.21149031,índice 2018=100,INEGI ENEC
Mercado laboral,Personal ocupado construcción,2020-04,77.4317834,índice 2018=100,INEGI ENEC
Mercado laboral,Personal ocupado construcción,2020-05,74.56967752,índice 2018=100,INEGI ENEC
Mercado laboral,Personal ocupado construcción,2020-06,76.48591932,índice 2018=100,INEGI ENEC
Mercado laboral,Personal ocupado construcción,2020-07,76.50797854,índice 2018=100,INEGI ENEC
